Channel 1,Channel 2,Channel 3,Channel 4,Class,Timestamp,Class Description
401.21216,340.26776,383.48254,-378.31277,1.0,1.0,Thumb open
2826.3367,2397.1716,2701.624,-2666.6929,0.0,2.0,Nothing
9478.622,8039.994,9061.261,-8947.404,0.0,3.0,Nothing
20591.002,17466.945,19686.734,-19445.025,0.0,4.0,Nothing
33174.547,28142.379,31721.973,-31338.908,0.0,5.0,Nothing
42636.37,36169.793,40775.492,-40286.01,0.0,6.0,Nothing
45467.207,38573.605,43490.746,-42965.75,0.0,7.0,Nothing
41161.742,34927.094,39383.83,-38901.867,0.0,8.0,Nothing
32212.379,27344.076,30837.059,-30452.879,0.0,9.0,Nothing
22169.904,18833.904,21243.8,-20972.363,0.0,10.0,Nothing
13561.149,11537.95,13018.175,-12842.867,0.0,11.0,Nothing
7314.3267,6243.366,7047.1074,-6939.511,0.0,12.0,Nothing
3319.3147,2857.0955,3226.3323,-3160.4167,0.0,13.0,Nothing
880.39886,789.0093,892.1806,-850.1045,0.0,14.0,Nothing
-1062.6246,-860.0763,-968.1686,993.4264,0.0,15.0,Nothing
-3395.9624,-2841.1335,-3201.7358,3207.3796,0.0,16.0,Nothing
-6268.7207,-5279.679,-5950.7085,5930.728,0.0,17.0,Nothing
-9243.29,-7804.0483,-8796.401,8748.346,0.0,18.0,Nothing
-11934.248,-10087.534,-11370.737,11296.425,0.0,19.0,Nothing
-14253.476,-12056.023,-13590.492,13492.995,0.0,20.0,Nothing
-16156.72,-13672.653,-15414.176,15296.526,0.0,21.0,Nothing
-17548.197,-14856.499,-16750.18,16615.47,0.0,22.0,Nothing
-18499.697,-15668.11,-17666.277,17516.402,0.0,23.0,Nothing
-19274.613,-16329.968,-18413.012,18247.762,0.0,24.0,Nothing
-20029.533,-16973.867,-19139.014,18958.162,0.0,25.0,Nothing
-20680.158,-17527.816,-19763.426,19569.26,0.0,26.0,Nothing
-21122.303,-17903.967,-20187.457,19984.16,0.0,27.0,Nothing
-21397.576,-18138.947,-20452.387,20243.922,0.0,28.0,Nothing
-21563.494,-18282.635,-20614.459,20403.953,0.0,29.0,Nothing
-21568.275,-18290.945,-20624.201,20414.021,0.0,30.0,Nothing
-21360.143,-18118.873,-20430.855,20221.56,0.0,31.0,Nothing
-21004.086,-17820.725,-20095.12,19884.928,0.0,32.0,Nothing
-20591.738,-17474.287,-19704.332,19490.963,0.0,33.0,Nothing
-20118.338,-17075.912,-19254.852,19037.691,0.0,34.0,Nothing
-19533.367,-16582.738,-18699.025,18478.857,0.0,35.0,Nothing
-18847.658,-16003.8125,-18047.107,17824.807,0.0,36.0,Nothing
-18111.418,-15382.057,-17347.049,17123.977,0.0,37.0,Nothing
-17331.021,-14723.283,-16605.123,16383.859,0.0,38.0,Nothing
-16477.604,-14002.841,-15793.371,15576.472,0.0,39.0,Nothing
-15553.322,-13222.126,-14912.946,14701.369,0.0,40.0,Nothing
-14594.033,-12411.548,-13997.775,13791.688,0.0,41.0,Nothing
-13619.006,-11587.63,-13066.873,12867.444,0.0,42.0,Nothing
-12618.59,-10741.885,-12111.631,11920.729,0.0,43.0,Nothing
-11586.376,-9868.227,-11125.833,10944.244,0.0,44.0,Nothing
-10535.385,-8977.368,-10121.539,9948.756,0.0,45.0,Nothing
-9482.789,-8084.035,-9115.168,8950.625,0.0,46.0,Nothing
-8434.396,-7193.454,-8112.6113,7955.7524,0.0,47.0,Nothing
-7385.4873,-6301.9478,-7109.5894,6958.946,0.0,48.0,Nothing
-6332.8516,-5407.241,-6103.019,5956.628,0.0,49.0,Nothing
-5286.2207,-4518.007,-5102.1074,4958.8037,0.0,50.0,Nothing
-4262.329,-3648.5906,-4122.736,3982.2087,0.0,51.0,Nothing
-3264.141,-2801.516,-3167.5476,3029.6328,0.0,52.0,Nothing
