Channel 1,Channel 2,Channel 3,Channel 4,Class,Timestamp,Class Description
359.27417,351.8589,355.7352,-322.09952,0.0,1.0,Nothing
2530.213,2478.0452,2505.351,-2269.1472,0.0,2.0,Nothing
8484.037,8309.412,8400.977,-7609.1655,0.0,3.0,Nothing
18430.498,18052.096,18250.994,-16529.805,0.0,4.0,Nothing
29700.797,29093.15,29413.615,-26637.691,0.0,5.0,Nothing
38188.695,37411.297,37823.27,-34250.793,0.0,6.0,Nothing
40746.62,39923.32,40362.82,-36546.125,0.0,7.0,Nothing
36910.457,36173.508,36571.613,-33106.57,0.0,8.0,Nothing
28907.875,28342.404,28654.225,-25929.686,0.0,9.0,Nothing
19922.678,19547.416,19762.37,-17871.473,0.0,10.0,Nothing
12219.283,12006.072,12138.01,-10963.183,0.0,11.0,Nothing
6625.351,6529.172,6600.892,-5946.7173,0.0,12.0,Nothing
3041.3774,3019.6833,3052.8691,-2732.4705,0.0,13.0,Nothing
848.76636,872.2005,881.80554,-765.8882,0.0,14.0,Nothing
-898.8311,-839.8212,-849.0646,801.4943,0.0,15.0,Nothing
-2996.2747,-2894.7717,-2926.6833,2682.7095,0.0,16.0,Nothing
-5577.441,-5423.819,-5483.6562,4997.9443,0.0,17.0,Nothing
-8246.863,-8039.7036,-8128.4707,7392.19,0.0,18.0,Nothing
-10656.12,-10401.186,-10516.129,9552.623,0.0,19.0,Nothing
-12727.123,-12431.748,-12569.242,11409.332,0.0,20.0,Nothing
-14423.1045,-14095.338,-14251.325,12929.641,0.0,21.0,Nothing
-15660.018,-15309.595,-15479.085,14038.211,0.0,22.0,Nothing
-16502.957,-16138.214,-16316.911,14793.354,0.0,23.0,Nothing
-17188.854,-16813.205,-16999.377,15407.735,0.0,24.0,Nothing
-17858.865,-17472.793,-17666.242,16008.233,0.0,25.0,Nothing
-18437.582,-18043.094,-18242.824,16527.254,0.0,26.0,Nothing
-18831.406,-18432.379,-18636.39,16880.66,0.0,27.0,Nothing
-19077.705,-18677.186,-18883.883,17101.838,0.0,28.0,Nothing
-19228.682,-18828.623,-19036.982,17237.602,0.0,29.0,Nothing
-19239.006,-18842.3,-19050.828,17247.277,0.0,30.0,Nothing
-19063.098,-18673.57,-18880.29,17089.99,0.0,31.0,Nothing
-18759.062,-18379.316,-18582.85,16818.012,0.0,32.0,Nothing
-18408.623,-18039.592,-18239.357,16504.91,0.0,33.0,Nothing
-18008.053,-17650.76,-17846.06,16147.512,0.0,34.0,Nothing
-17512.37,-17168.775,-17358.398,15705.437,0.0,35.0,Nothing
-16929.338,-16601.219,-16784.072,15185.48,0.0,36.0,Nothing
-16300.994,-15989.2,-16164.735,14625.135,0.0,37.0,Nothing
-15632.215,-15337.44,-15505.228,14028.59,0.0,38.0,Nothing
-14898.511,-14621.886,-14781.27,13373.753,0.0,39.0,Nothing
-14102.194,-13844.746,-13995.118,12662.618,0.0,40.0,Nothing
-13273.871,-13035.957,-13177.059,11922.556,0.0,41.0,Nothing
-12430.208,-12211.861,-12343.615,11168.484,0.0,42.0,Nothing
-11563.837,-11365.302,-11487.526,10393.869,0.0,43.0,Nothing
-10668.686,-10490.391,-10602.824,9593.359,0.0,44.0,Nothing
-9752.825,-9595.053,-9697.533,8774.169,0.0,45.0,Nothing
-8828.559,-8691.316,-8783.82,7947.2197,0.0,46.0,Nothing
-7901.384,-7784.5146,-7867.0312,7117.3535,0.0,47.0,Nothing
-6967.8584,-6871.19,-6943.6216,6281.36,0.0,48.0,Nothing
-6023.226,-5946.615,-6008.8076,5434.7314,0.0,49.0,Nothing
-5073.978,-5017.139,-5069.05,4583.0835,0.0,50.0,Nothing
-4136.0547,-4098.4346,-4140.2544,3740.738,0.0,51.0,Nothing
-3214.601,-3195.6084,-3227.6548,2912.4644,0.0,52.0,Nothing
-2298.544,-2297.838,-2320.3674,2088.377,0.0,53.0,Nothing
-1385.6594,-1402.939,-1416.1885,1266.4393,0.0,54.0,Nothing
-495.59512,-530.16595,-534.5151,464.38724,0.0,55.0,Nothing
357.60165,306.69888,310.8218,-304.89542,0.0,56.0,Nothing
1186.1532,1119.6011,1131.9965,-1052.1495,0.0,57.0,Nothing
2001.0803,1919.2941,1939.9576,-1787.1847,0.0,58.0,Nothing
2784.7354,2688.4373,2717.2102,-2494.0952,0.0,59.0,Nothing
3516.943,3407.2502,3443.7148,-3154.6821,0.0,60.0,Nothing
4209.1357,4086.9805,4130.735,-3779.2454,0.0,61.0,Nothing
4881.6113,4747.577,4798.347,-4386.2,0.0,62.0,Nothing
5523.829,5378.7275,5436.114,-4966.215,0.0,63.0,Nothing
6112.149,5957.2104,6020.611,-5497.9805,0.0,64.0,Nothing
6653.3145,6489.525,6558.469,-5987.374,0.0,65.0,Nothing
7172.049,6999.801,7074.108,-6456.5127,0.0,66.0,Nothing
7664.585,7484.3286,7563.749,-6902.006,0.0,67.0,Nothing
8104.5864,7917.3584,8001.3003,-7300.144,0.0,68.0,Nothing
8490.753,8297.685,8385.5,-7649.652,0.0,69.0,Nothing
8847.388,8649.147,8740.458,-7972.2974,0.0,70.0,Nothing
9176.678,8973.858,9068.38,-8270.023,0.0,71.0,Nothing
9451.4375,9245.08,9342.3545,-8518.238,0.0,72.0,Nothing
9661.919,9453.126,9552.699,-8707.821,0.0,73.0,Nothing
9830.59,9619.929,9721.615,-8858.65,0.0,74.0,Nothing
9969.67,9757.508,9861.18,-8981.724,0.0,75.0,Nothing
10062.054,9849.244,9954.451,-9061.969,0.0,76.0,Nothing
10099.438,9887.133,9993.216,-9092.287,0.0,77.0,Nothing
10103.463,9892.398,9998.895,-9092.357,0.0,78.0,Nothing
10089.531,9880.043,9986.73,-9076.053,0.0,79.0,Nothing
10041.561,9834.197,9940.795,-9028.781,0.0,80.0,Nothing
9944.734,9740.299,9846.424,-8937.054,0.0,81.0,Nothing
9815.15,9614.164,9719.56,-8815.304,0.0,82.0,Nothing
9672.738,9475.402,9579.927,-8681.618,0.0,83.0,Nothing
9509.252,9315.987,9419.337,-8528.886,0.0,84.0,Nothing
9309.417,9120.979,9222.648,-8343.686,0.0,85.0,Nothing
9083.403,8900.361,8999.964,-8135.412,0.0,86.0,Nothing
8850.46,8673.01,8770.411,-7921.536,0.0,87.0,Nothing
8606.202,8434.623,8529.709,-7698.1406,0.0,88.0,Nothing
8334.734,8169.597,8262.115,-7450.8037,0.0,89.0,Nothing
8042.211,7883.941,7973.6772,-7184.923,0.0,90.0,Nothing
7750.506,7599.1045,7686.0225,-6920.234,0.0,91.0,Nothing
7464.4863,7319.915,7403.968,-6661.3857,0.0,92.0,Nothing
7172.1436,7034.674,7115.6426,-6397.871,0.0,93.0,Nothing
6873.3135,6743.266,6820.915,-6129.719,0.0,94.0,Nothing
6582.159,6459.574,6533.82,-5869.723,0.0,95.0,Nothing
6300.8403,6185.6777,6256.4644,-5619.7583,0.0,96.0,Nothing
6014.614,5907.0645,5974.1875,-5366.3477,0.0,97.0,Nothing
5716.5093,5616.8394,5680.0576,-5102.901,0.0,98.0,Nothing
5415.921,5324.157,5383.41,-4837.564,0.0,99.0,Nothing
5117.77,5033.811,5089.1743,-4574.5635,0.0,100.0,Nothing
4812.369,4736.281,4787.783,-4305.0635,0.0,101.0,Nothing
4493.152,4425.0884,4472.7173,-4023.0542,0.0,102.0,Nothing
4167.997,4107.896,4151.7427,-3735.5132,0.0,103.0,Nothing
3844.473,3792.0745,3832.3096,-3449.1511,0.0,104.0,Nothing
3517.5078,3472.6475,3509.372,-3159.3372,0.0,105.0,Nothing
3180.6624,3143.3228,3176.5457,-2860.2095,0.0,106.0,Nothing
2838.1602,2808.25,2838.0076,-2555.4546,0.0,107.0,Nothing
2496.308,2473.5964,2499.984,-2250.5867,0.0,108.0,Nothing
2152.1855,2136.4785,2159.5476,-1942.8446,0.0,109.0,Nothing
1800.5964,1791.8146,1811.5249,-1627.5243,0.0,110.0,Nothing
1445.6251,1443.6637,1459.9574,-1308.3849,0.0,111.0,Nothing
1096.162,1100.8241,1113.6694,-993.59344,0.0,112.0,Nothing
754.70435,765.8174,775.15076,-685.6148,0.0,113.0,Nothing
418.88052,436.34647,442.05695,-382.54083,0.0,114.0,Nothing
90.44367,114.11312,116.14302,-86.14733,0.0,115.0,Nothing
-225.41606,-195.82486,-197.38866,198.76141,0.0,116.0,Nothing
-527.90405,-492.71075,-497.65945,471.44052,0.0,117.0,Nothing
-820.5985,-780.06635,-788.14685,735.1715,0.0,118.0,Nothing
-1104.0938,-1058.4794,-1069.434,990.5683,0.0,119.0,Nothing
-1374.4982,-1324.1217,-1337.71,1234.1538,0.0,120.0,Nothing
-1629.2916,-1574.4823,-1590.5369,1463.608,0.0,121.0,Nothing
-1869.642,-1810.646,-1829.1161,1679.88,0.0,122.0,Nothing
-2096.326,-2033.3262,-2054.2354,1883.5692,0.0,123.0,Nothing
-2307.6453,-2240.8555,-2264.2092,2073.1064,0.0,124.0,Nothing
-2502.5847,-2432.2847,-2458.0032,2247.632,0.0,125.0,Nothing
-2682.8374,-2609.333,-2637.2354,2408.7903,0.0,126.0,Nothing
-2850.3909,-2773.9814,-2803.824,2558.477,0.0,127.0,Nothing
-3005.3315,-2926.309,-2957.8567,2696.8125,0.0,128.0,Nothing
-3147.101,-3065.7524,-3098.8328,2823.2832,0.0,129.0,Nothing
-3276.2473,-3192.8542,-3227.366,2938.382,0.0,130.0,Nothing
-3393.9146,-3308.7717,-3344.6528,3043.2065,0.0,131.0,Nothing
-3500.5994,-3414.0347,-3451.2207,3138.3167,0.0,132.0,Nothing
-3596.133,-3508.489,-3546.8804,3223.6318,0.0,133.0,Nothing
-3680.3994,-3591.9863,-3631.442,3299.0137,0.0,134.0,Nothing
-3753.7034,-3664.764,-3705.119,3364.6416,0.0,135.0,Nothing
