Ch1_Mobility,Ch1_Complexity,Ch1_Alpha,Ch1_Beta,Ch1_RMS,Ch2_Mobility,Ch2_Complexity,Ch2_Alpha,Ch2_Beta,Ch2_RMS,Ch3_Mobility,Ch3_Complexity,Ch3_Alpha,Ch3_Beta,Ch3_RMS,Ch4_Mobility,Ch4_Complexity,Ch4_Alpha,Ch4_Beta,Ch4_RMS,Class
0.1285277626560429,3.221755282985777,0.002103575266789229,0.0007200572838656813,0.1873083069914761,0.11468068620953267,1.7395172129928713,2576.9161016257385,152.44072738184934,187.432357634814,0.08322372518300676,1.6805704750609427,0.11565210726473073,0.006154511593528759,2.743883013665216,0.11044923027340108,1.7190470796778263,2.0307407085525235,0.16799879337736515,5.508464457087791,0
0.37958629336112043,1.655271553675225,0.0002762184619042037,0.0009691711399809862,0.04855816766569598,0.1337486419010474,3.468904408218422,32.70617984051497,65.69359015908807,42.913273508821156,0.11073521558265637,2.6588664402599353,0.02053572410627368,0.0069901156254792455,0.6871109001782046,0.1785177486181458,2.874962573397592,0.047518799872949734,0.02863934023574794,0.6318927498760498,0
0.3547409632194197,1.616444709214886,0.0004668859195951915,0.0010112948015820855,0.049031125742723614,0.13648264427144896,3.2022101044211495,91.63000780985433,30.200979046798174,33.83600621598425,0.10807313294394147,3.7626041033004007,0.003762739526469756,0.0031911760870214937,0.43300170284367073,0.16455739142545325,2.678953095546954,0.09554357990600924,0.0297920500102253,0.7306980628024532,0
0.350762972789037,1.7527443039717954,0.00039714427507478325,0.0006226759673602265,0.04537239410253553,0.19175325087707773,2.683345720130051,34.779309221943116,49.14299617175594,21.669254061677734,0.11530958782081369,2.8140662618960084,0.010715543950927085,0.004554114739579287,0.5070507933148686,0.25489483911204236,2.0154696751116585,0.028743321241573652,0.020334995559306186,0.3863078077914402,0
0.2925112071966924,1.9531066295828192,0.0005351583005440754,0.0006491736805549728,0.053813483443557866,0.23048524532482315,2.467753395510929,7.0026379245603465,33.51687803965741,17.343964892752542,0.1326082898239183,3.1868019983508025,0.004641531086083162,0.0036885328367840145,0.32183214660417614,0.21722441283147506,2.433855048755647,0.022397450451967747,0.026426193693650703,0.4391561551044486,0
0.32190519082523555,1.811178640093162,0.00033439972954267197,0.0010312654993350275,0.054531046538222896,0.10496671515623127,4.06155175593563,517.3178799427627,243.45516804331746,138.8540074364406,0.10450455412847923,2.5252711675270016,0.4281519521508185,0.10675056237048872,2.427076823292373,0.12174814411028666,2.579334334822444,0.4792707683778229,0.12732448464034513,4.159489736245616,0
0.29293109936908224,1.921903589804614,0.0008061857307971239,0.0009493495316987531,0.06457981713137768,0.08027467067407511,4.018315164842311,458.1621007396394,104.98927481327168,139.12931545195772,0.08450768414265508,2.049517707398497,0.07644837346711805,0.04888780048049326,3.2698394011723466,0.0671482016947395,2.9447359860285127,0.04405721324509779,0.02418047716766214,4.877210102933226,0
0.3467342847878896,1.6752599176365974,0.0005170379128537842,0.0009439551653164362,0.05258634740847229,0.12983702815541093,3.5778767801090816,282.3996357474872,161.97213488104543,66.21229990501777,0.12357595247184824,2.4616019276068197,0.040603136019590216,0.009052155410125698,0.6313737805110682,0.18405661443232954,2.401575683790238,0.08218661413979847,0.027865187197020445,0.7251384778861792,0
0.28488372926136646,2.0009512074096336,0.0005830849104759881,0.0008008833837814135,0.06660073684842731,0.15343080737291864,2.904895589275718,76.81307807495742,60.662072839411465,37.97088574328757,0.07755597571602041,2.495589238975694,0.02591911832043952,0.003968935801356948,1.55850514855711,0.09823839498201921,2.761613518313382,0.18543647738448596,0.04042073261752025,2.333145095491761,0
0.10767708390825048,3.6960423194238223,238.30697311731797,44.96134819932069,292.8499228305922,0.0854435189799116,2.6371650065070873,2854.590764441587,1054.3204050039233,540.1183612148345,0.06625759064754234,1.2699905210580942,1.3676708651732525,0.07115354209761944,34.02302202040656,0.08100868444852125,2.2448269926565168,24.20437336982533,5.7015474162087365,55.92969563215912,0
