Channel_0,Average_0,Time,Time_Average,Channel_1,Average_1,Channel_3,Average_3,Blink,Don't Use,Blink_Averaged
-2927.128068,#DIV/0!,49.199,#DIV/0!,-3498.053715,#DIV/0!,-2384.782736,#DIV/0!,0,#DIV/0!,
-2927.603035,#DIV/0!,49.199,#DIV/0!,-3499.070968,#DIV/0!,-2427.22686,#DIV/0!,0,#DIV/0!,
-2956.807914,#DIV/0!,49.2,#DIV/0!,-3524.883757,#DIV/0!,-2482.682097,#DIV/0!,0,#DIV/0!,
-2934.469491,#DIV/0!,49.2,#DIV/0!,-3506.539548,#DIV/0!,-2399.488022,#DIV/0!,0,#DIV/0!,
-2928.575409,#DIV/0!,49.214,#DIV/0!,-3503.816901,#DIV/0!,-2399.873232,#DIV/0!,0,#DIV/0!,
-2944.60836,#DIV/0!,49.214,#DIV/0!,-3509.430491,#DIV/0!,-2481.126299,#DIV/0!,0,#DIV/0!,
-2941.014316,#DIV/0!,49.229,#DIV/0!,-3508.244943,#DIV/0!,-2434.272832,#DIV/0!,0,#DIV/0!,
-2913.97484,#DIV/0!,49.229,#DIV/0!,-3489.096655,#DIV/0!,-2373.155387,#DIV/0!,0,#DIV/0!,
-2925.55731,#DIV/0!,49.23,#DIV/0!,-3501.135393,#DIV/0!,-2444.378042,#DIV/0!,0,#DIV/0!,
-2941.186352,#DIV/0!,49.23,#DIV/0!,-3511.450037,#DIV/0!,-2462.75217,#DIV/0!,0,#DIV/0!,
-2934.645267,#DIV/0!,49.244,#DIV/0!,-3502.205004,#DIV/0!,-2387.034156,#DIV/0!,0,#DIV/0!,
-2935.26609,#DIV/0!,49.244,#DIV/0!,-3508.757309,#DIV/0!,-2432.870369,#DIV/0!,0,#DIV/0!,
-2942.945975,#DIV/0!,49.245,#DIV/0!,-3516.403534,#DIV/0!,-2487.386891,#DIV/0!,0,#DIV/0!,
-2934.101111,#DIV/0!,49.259,#DIV/0!,-3509.742773,#DIV/0!,-2406.818226,#DIV/0!,0,#DIV/0!,
-2927.818079,#DIV/0!,49.259,#DIV/0!,-3500.85677,#DIV/0!,-2401.167238,#DIV/0!,0,#DIV/0!,
-2949.659095,#DIV/0!,49.274,#DIV/0!,-3519.159841,#DIV/0!,-2484.746522,#DIV/0!,0,#DIV/0!,
-2943.87721,#DIV/0!,49.274,#DIV/0!,-3510.774985,#DIV/0!,-2440.33521,#DIV/0!,0,#DIV/0!,
-2934.991207,#DIV/0!,49.275,#DIV/0!,-3498.941941,#DIV/0!,-2385.998203,#DIV/0!,0,#DIV/0!,
-2941.334078,#DIV/0!,49.275,#DIV/0!,-3505.239933,#DIV/0!,-2458.25681,#DIV/0!,0,#DIV/0!,
-2943.589237,#DIV/0!,49.289,#DIV/0!,-3507.023865,#DIV/0!,-2465.422459,#DIV/0!,0,#DIV/0!,
-2920.241042,#DIV/0!,49.289,#DIV/0!,-3494.289506,#DIV/0!,-2383.653286,#DIV/0!,0,#DIV/0!,
-2931.060573,#DIV/0!,49.304,#DIV/0!,-3502.633223,#DIV/0!,-2436.722466,#DIV/0!,0,#DIV/0!,
-2944.961781,#DIV/0!,49.304,#DIV/0!,-3520.094816,#DIV/0!,-2487.41681,#DIV/0!,0,#DIV/0!,
-2936.704082,#DIV/0!,49.305,#DIV/0!,-3510.707667,#DIV/0!,-2412.095225,#DIV/0!,0,#DIV/0!,
-2931.54302,#DIV/0!,49.305,#DIV/0!,-3501.967521,#DIV/0!,-2402.850192,#DIV/0!,0,#DIV/0!,
-2928.760534,#DIV/0!,49.319,#DIV/0!,-3503.362503,#DIV/0!,-2485.599219,#DIV/0!,0,#DIV/0!,
-2929.381357,#DIV/0!,49.319,#DIV/0!,-3502.292892,#DIV/0!,-2435.510739,#DIV/0!,0,#DIV/0!,
-2906.414632,#DIV/0!,49.334,#DIV/0!,-3484.116978,#DIV/0!,-2382.647253,#DIV/0!,0,#DIV/0!,
-2923.038487,#DIV/0!,49.334,#DIV/0!,-3492.539233,#DIV/0!,-2457.340535,#DIV/0!,0,#DIV/0!,
-2930.679103,#DIV/0!,49.335,#DIV/0!,-3504.682688,#DIV/0!,-2462.976564,#DIV/0!,0,#DIV/0!,
-2916.852693,#DIV/0!,49.335,#DIV/0!,-3491.626697,#DIV/0!,-2387.191231,#DIV/0!,0,#DIV/0!,
-2915.038841,#DIV/0!,49.349,#DIV/0!,-3487.056539,#DIV/0!,-2416.39237,#DIV/0!,0,#DIV/0!,
-2939.535186,#DIV/0!,49.349,#DIV/0!,-3517.039317,#DIV/0!,-2489.593432,#DIV/0!,0,#DIV/0!,
-2933.936556,#DIV/0!,49.364,#DIV/0!,-3505.015539,#DIV/0!,-2411.93067,#DIV/0!,0,#DIV/0!,
-2906.713824,#DIV/0!,49.364,#DIV/0!,-3488.548759,#DIV/0!,-2397.277742,#DIV/0!,0,#DIV/0!,
-2925.690076,#DIV/0!,49.365,#DIV/0!,-3495.905143,#DIV/0!,-2472.621766,#DIV/0!,0,#DIV/0!,
-2919.283628,#DIV/0!,49.365,#DIV/0!,-3493.283473,#DIV/0!,-2428.427368,#DIV/0!,0,#DIV/0!,
-2910.524782,#DIV/0!,49.379,#DIV/0!,-3479.16909,#DIV/0!,-2377.602128,#DIV/0!,0,#DIV/0!,
-2909.286875,#DIV/0!,49.379,#DIV/0!,-3484.674223,#DIV/0!,-2454.722605,#DIV/0!,0,#DIV/0!,
-2926.026667,#DIV/0!,49.394,#DIV/0!,-3498.852184,#DIV/0!,-2466.548169,#DIV/0!,0,#DIV/0!,
-2895.456725,#DIV/0!,49.394,#DIV/0!,-3465.36886,#DIV/0!,-2380.575348,#DIV/0!,0,#DIV/0!,
-2883.571323,#DIV/0!,49.395,#DIV/0!,-3462.762149,#DIV/0!,-2412.727268,#DIV/0!,0,#DIV/0!,
-2881.144128,#DIV/0!,49.395,#DIV/0!,-3460.750083,#DIV/0!,-2470.736856,#DIV/0!,0,#DIV/0!,
-2864.408076,#DIV/0!,49.409,#DIV/0!,-3440.66682,#DIV/0!,-2395.968777,#DIV/0!,0,#DIV/0!,
-2825.625313,#DIV/0!,49.409,#DIV/0!,-3418.736047,#DIV/0!,-2384.075895,#DIV/0!,0,#DIV/0!,
-2834.70579,#DIV/0!,49.424,#DIV/0!,-3406.970322,#DIV/0!,-2460.261397,#DIV/0!,1,#DIV/0!,
-2791.868976,#DIV/0!,49.424,#DIV/0!,-3371.467451,#DIV/0!,-2418.995341,#DIV/0!,1,#DIV/0!,
-2760.248122,#DIV/0!,49.425,#DIV/0!,-3333.443889,#DIV/0!,-2354.627922,#DIV/0!,1,#DIV/0!,
-2764.328353,#DIV/0!,49.425,#DIV/0!,-3340.13083,#DIV/0!,-2432.159788,#DIV/0!,1,#DIV/0!,
-2735.557302,#DIV/0!,49.439,#DIV/0!,-3316.285228,#DIV/0!,-2432.758172,#DIV/0!,1,#DIV/0!,
-2715.272085,#DIV/0!,49.439,#DIV/0!,-3292.525643,#DIV/0!,-2343.763513,#DIV/0!,1,#DIV/0!,
-2712.616756,#DIV/0!,49.454,#DIV/0!,-3293.157686,#DIV/0!,-2378.869954,#DIV/0!,1,#DIV/0!,
-2741.066175,#DIV/0!,49.454,#DIV/0!,-3317.444597,#DIV/0!,-2441.135548,#DIV/0!,1,#DIV/0!,
-2724.79013,#DIV/0!,49.455,#DIV/0!,-3300.985297,#DIV/0!,-2360.080697,#DIV/0!,1,#DIV/0!,
-2721.947806,#DIV/0!,49.455,#DIV/0!,-3301.018956,#DIV/0!,-2355.10289,#DIV/0!,1,#DIV/0!,
-2754.294201,#DIV/0!,49.469,#DIV/0!,-3324.296093,#DIV/0!,-2431.389369,#DIV/0!,1,#DIV/0!,
-2762.93711,#DIV/0!,49.469,#DIV/0!,-3336.050599,#DIV/0!,-2394.323221,#DIV/0!,1,#DIV/0!,
-2754.570954,#DIV/0!,49.484,#DIV/0!,-3327.815339,#DIV/0!,-2338.64733,#DIV/0!,1,#DIV/0!,
-2788.34599,#DIV/0!,49.484,#DIV/0!,-3364.847829,#DIV/0!,-2420.652116,#DIV/0!,1,#DIV/0!,
-2809.936433,#DIV/0!,49.485,#DIV/0!,-3380.428252,#DIV/0!,-2437.795818,#DIV/0!,1,#DIV/0!,
-2808.447953,#DIV/0!,49.485,#DIV/0!,-3385.061988,#DIV/0!,-2351.785598,#DIV/0!,1,#DIV/0!,
-2819.791069,#DIV/0!,49.499,#DIV/0!,-3392.612846,#DIV/0!,-2391.125606,#DIV/0!,0,#DIV/0!,
-2855.761427,#DIV/0!,49.499,#DIV/0!,-3422.704081,#DIV/0!,-2457.411593,#DIV/0!,0,#DIV/0!,
-2845.110192,#DIV/0!,49.514,#DIV/0!,-3419.495247,#DIV/0!,-2377.123421,#DIV/0!,0,#DIV/0!,
-2862.164136,#DIV/0!,49.514,#DIV/0!,-3424.843304,#DIV/0!,-2375.66486,#DIV/0!,0,#DIV/0!,
-2880.063297,#DIV/0!,49.515,#DIV/0!,-3437.502865,#DIV/0!,-2456.629954,#DIV/0!,0,#DIV/0!,
-2884.536217,#DIV/0!,49.515,#DIV/0!,-3445.719425,#DIV/0!,-2400.385598,#DIV/0!,0,#DIV/0!,
-2896.679672,#DIV/0!,49.529,#DIV/0!,-3459.979664,#DIV/0!,-2369.366868,#DIV/0!,0,#DIV/0!,
-2921.06756,#DIV/0!,49.529,#DIV/0!,-3477.871345,#DIV/0!,-2442.111662,#DIV/0!,0,#DIV/0!,
-2918.980696,#DIV/0!,49.561,#DIV/0!,-3480.537894,#DIV/0!,-2452.119634,#DIV/0!,0,#DIV/0!,
-2916.112192,#DIV/0!,49.561,#DIV/0!,-3484.79016,#DIV/0!,-2374.54663,#DIV/0!,0,#DIV/0!,
-2919.825913,#DIV/0!,49.561,#DIV/0!,-3490.658063,#DIV/0!,-2413.090039,#DIV/0!,0,#DIV/0!,
-2949.707714,#DIV/0!,49.561,#DIV/0!,-3510.382295,#DIV/0!,-2468.72479,#DIV/0!,0,#DIV/0!,
-2948.424928,#DIV/0!,49.562,#DIV/0!,-3508.833977,#DIV/0!,-2394.962743,#DIV/0!,0,#DIV/0!,
-2949.965767,#DIV/0!,49.562,#DIV/0!,-3511.014339,#DIV/0!,-2395.0899,#DIV/0!,0,#DIV/0!,
-2947.774185,#DIV/0!,49.563,#DIV/0!,-3515.797671,#DIV/0!,-2460.829861,#DIV/0!,0,#DIV/0!,
-2962.875901,#DIV/0!,49.563,#DIV/0!,-3526.684519,#DIV/0!,-2427.402636,#DIV/0!,0,#DIV/0!,
-2961.911007,#DIV/0!,49.574,#DIV/0!,-3522.18542,#DIV/0!,-2375.803236,#DIV/0!,0,#DIV/0!,
-2963.997871,#DIV/0!,49.574,#DIV/0!,-3527.41754,#DIV/0!,-2450.945306,#DIV/0!,0,#DIV/0!,
-2971.784343,#DIV/0!,49.589,#DIV/0!,-3532.350468,#DIV/0!,-2458.009977,#DIV/0!,0,#DIV/0!,
-2962.513131,#DIV/0!,49.589,#DIV/0!,-3525.106282,#DIV/0!,-2377.740504,#DIV/0!,0,#DIV/0!,
-2960.392608,#DIV/0!,49.604,#DIV/0!,-3528.232838,#DIV/0!,-2415.322759,#DIV/0!,0,#DIV/0!,
-2998.494709,#DIV/0!,49.604,#DIV/0!,-3562.359425,#DIV/0!,-2487.708522,#DIV/0!,0,#DIV/0!,
-2960.669361,#DIV/0!,49.605,#DIV/0!,-3520.936293,#DIV/0!,-2385.530716,#DIV/0!,0,#DIV/0!,
-2964.143728,#DIV/0!,49.605,#DIV/0!,-3529.429606,#DIV/0!,-2397.902305,#DIV/0!,0,#DIV/0!,
-2995.974016,#DIV/0!,49.619,#DIV/0!,-3551.203303,#DIV/0!,-2480.453117,#DIV/0!,0,#DIV/0!,
-2984.159672,#DIV/0!,49.619,#DIV/0!,-3544.912792,#DIV/0!,-2433.120943,#DIV/0!,0,#DIV/0!,
-2958.503958,#DIV/0!,49.634,#DIV/0!,-3526.834115,#DIV/0!,-2383.993617,#DIV/0!,0,#DIV/0!,
-2996.501342,#DIV/0!,49.634,#DIV/0!,-3545.971183,#DIV/0!,-2467.505583,#DIV/0!,0,#DIV/0!,
-2995.416771,#DIV/0!,49.635,#DIV/0!,-3546.004842,#DIV/0!,-2460.50075,#DIV/0!,0,#DIV/0!,
-2969.364628,#DIV/0!,49.635,#DIV/0!,-3537.204858,#DIV/0!,-2385.482097,#DIV/0!,0,#DIV/0!,
-2963.504205,#DIV/0!,49.649,#DIV/0!,-3522.357455,#DIV/0!,-2413.826799,#DIV/0!,0,#DIV/0!,
-2985.539695,#DIV/0!,49.649,#DIV/0!,-3543.181218,#DIV/0!,-2486.795987,#DIV/0!,0,#DIV/0!,
-2968.381034,#DIV/0!,49.664,#DIV/0!,-3532.417786,#DIV/0!,-2397.382459,#DIV/0!,0,#DIV/0!,
-2982.929245,#DIV/0!,49.664,#DIV/0!,-3538.592361,#DIV/0!,-2405.015595,#DIV/0!,0,#DIV/0!,
-2991.119626,#DIV/0!,49.665,#DIV/0!,-3548.398378,#DIV/0!,-2482.94015,#DIV/0!,0,#DIV/0!,
-2981.538002,#DIV/0!,49.665,#DIV/0!,-3536.071668,#DIV/0!,-2440.421227,#DIV/0!,0,#DIV/0!,
-2968.710145,#DIV/0!,49.679,#DIV/0!,-3526.258171,#DIV/0!,-2387.688638,#DIV/0!,0,#DIV/0!,
-2973.216725,#DIV/0!,49.679,#DIV/0!,-3529.64652,#DIV/0!,-2456.977765,#DIV/0!,0,#DIV/0!,
-2985.247983,#DIV/0!,49.694,#DIV/0!,-3543.955377,#DIV/0!,-2473.95691,#DIV/0!,0,#DIV/0!,
-2963.276071,#DIV/0!,49.694,#DIV/0!,-3527.01737,#DIV/0!,-2390.867553,#DIV/0!,0,#DIV/0!,
-2954.70796,#DIV/0!,49.695,#DIV/0!,-3513.404135,#DIV/0!,-2416.964575,#DIV/0!,0,#DIV/0!,
-2985.337741,#DIV/0!,49.695,#DIV/0!,-3544.692138,#DIV/0!,-2489.600912,#DIV/0!,0,#DIV/0!,
-2981.504343,#DIV/0!,49.709,#DIV/0!,-3536.808428,#DIV/0!,-2409.806406,#DIV/0!,0,#DIV/0!,
-2961.451,#DIV/0!,49.709,#DIV/0!,-3522.144281,#DIV/0!,-2403.235402,#DIV/0!,0,#DIV/0!,
-2969.517964,#DIV/0!,49.724,#DIV/0!,-3522.645427,#DIV/0!,-2468.709831,#DIV/0!,0,#DIV/0!,
-2969.622681,#DIV/0!,49.724,#DIV/0!,-3523.561703,#DIV/0!,-2423.191508,#DIV/0!,0,#DIV/0!,
-2965.527491,#DIV/0!,49.725,#DIV/0!,-3520.988652,#DIV/0!,-2391.982043,#DIV/0!,0,#DIV/0!,
-2963.758518,#DIV/0!,49.725,#DIV/0!,-3514.896355,#DIV/0!,-2455.859534,#DIV/0!,0,#DIV/0!,
-2977.839241,#DIV/0!,49.739,#DIV/0!,-3536.258663,#DIV/0!,-2463.328115,#DIV/0!,0,#DIV/0!,
-2949.48332,#DIV/0!,49.739,#DIV/0!,-3500.213507,#DIV/0!,-2364.549877,#DIV/0!,0,#DIV/0!,
-2965.845382,#DIV/0!,49.754,#DIV/0!,-3517.888275,#DIV/0!,-2421.568392,#DIV/0!,0,#DIV/0!,
-2996.860372,#DIV/0!,49.754,#DIV/0!,-3547.863573,#DIV/0!,-2500.936549,#DIV/0!,0,#DIV/0!,
-2940.298125,#DIV/0!,49.755,#DIV/0!,-3493.474208,#DIV/0!,-2378.6306,#DIV/0!,0,#DIV/0!,
-2946.338064,#DIV/0!,49.755,#DIV/0!,-3497.169229,#DIV/0!,-2378.166853,#DIV/0!,0,#DIV/0!,
-2986.141819,#DIV/0!,49.785,#DIV/0!,-3534.340095,#DIV/0!,-2478.624305,#DIV/0!,0,#DIV/0!,
-2962.887121,#DIV/0!,49.785,#DIV/0!,-3511.036778,#DIV/0!,-2420.072432,#DIV/0!,0,#DIV/0!,
-2946.005213,#DIV/0!,49.786,#DIV/0!,-3494.454061,#DIV/0!,-2380.631447,#DIV/0!,0,#DIV/0!,
-2958.960226,#DIV/0!,49.786,#DIV/0!,-3511.657601,#DIV/0!,-2448.342336,#DIV/0!,0,#DIV/0!,
-2978.6508,#DIV/0!,49.786,#DIV/0!,-3530.936786,#DIV/0!,-2471.74289,#DIV/0!,0,#DIV/0!,
-2957.655001,#DIV/0!,49.786,#DIV/0!,-3507.263219,#DIV/0!,-2384.408746,#DIV/0!,0,#DIV/0!,
-2952.351823,#DIV/0!,49.799,#DIV/0!,-3507.21834,#DIV/0!,-2413.265814,#DIV/0!,0,#DIV/0!,
-2964.988945,#DIV/0!,49.799,#DIV/0!,-3515.543357,#DIV/0!,-2462.258503,#DIV/0!,0,#DIV/0!,
-2956.510592,#DIV/0!,49.814,#DIV/0!,-3514.761718,#DIV/0!,-2400.886745,#DIV/0!,0,#DIV/0!,
-2951.794578,#DIV/0!,49.814,#DIV/0!,-3516.115562,#DIV/0!,-2394.671031,#DIV/0!,0,#DIV/0!,
-2966.481165,#DIV/0!,49.815,#DIV/0!,-3514.933754,#DIV/0!,-2464.334148,#DIV/0!,0,#DIV/0!,
-2958.982666,#DIV/0!,49.815,#DIV/0!,-3507.637209,#DIV/0!,-2419.077618,#DIV/0!,0,#DIV/0!,
-2928.285567,#DIV/0!,49.829,#DIV/0!,-3491.52572,#DIV/0!,-2362.238619,#DIV/0!,0,#DIV/0!,
-2975.62896,#DIV/0!,49.829,#DIV/0!,-3525.678486,#DIV/0!,-2457.549969,#DIV/0!,0,#DIV/0!,
-2970.221065,#DIV/0!,49.844,#DIV/0!,-3530.719871,#DIV/0!,-2456.274663,#DIV/0!,0,#DIV/0!,
-2956.57417,#DIV/0!,49.844,#DIV/0!,-3515.547097,#DIV/0!,-2376.588615,#DIV/0!,0,#DIV/0!,
-2935.62699,#DIV/0!,49.845,#DIV/0!,-3496.873777,#DIV/0!,-2404.765021,#DIV/0!,0,#DIV/0!,
-2966.365228,#DIV/0!,49.845,#DIV/0!,-3521.975985,#DIV/0!,-2468.223644,#DIV/0!,0,#DIV/0!,
-2967.446059,#DIV/0!,49.859,#DIV/0!,-3522.809983,#DIV/0!,-2400.131285,#DIV/0!,0,#DIV/0!,
-2920.33454,#DIV/0!,49.859,#DIV/0!,-3488.107451,#DIV/0!,-2374.621428,#DIV/0!,0,#DIV/0!,
-2959.532431,#DIV/0!,49.874,#DIV/0!,-3519.948959,#DIV/0!,-2465.560835,#DIV/0!,0,#DIV/0!,
-2956.383435,#DIV/0!,49.874,#DIV/0!,-3512.46168,#DIV/0!,-2438.614856,#DIV/0!,0,#DIV/0!,
-2936.475948,#DIV/0!,49.875,#DIV/0!,-3496.985974,#DIV/0!,-2374.685006,#DIV/0!,0,#DIV/0!,
-2951.603843,#DIV/0!,49.875,#DIV/0!,-3504.518132,#DIV/0!,-2450.765791,#DIV/0!,0,#DIV/0!,
-2952.942727,#DIV/0!,49.889,#DIV/0!,-3508.646982,#DIV/0!,-2442.20142,#DIV/0!,0,#DIV/0!,
-2951.607583,#DIV/0!,49.889,#DIV/0!,-3502.543465,#DIV/0!,-2374.89818,#DIV/0!,0,#DIV/0!,
-2938.600211,#DIV/0!,49.904,#DIV/0!,-3497.247767,#DIV/0!,-2416.904737,#DIV/0!,0,#DIV/0!,
-2940.331785,#DIV/0!,49.904,#DIV/0!,-3495.291799,#DIV/0!,-2458.27925,#DIV/0!,0,#DIV/0!,
-2942.059618,#DIV/0!,49.905,#DIV/0!,-3498.687628,#DIV/0!,-2393.792155,#DIV/0!,0,#DIV/0!,
-2930.02836,#DIV/0!,49.905,#DIV/0!,-3492.045566,#DIV/0!,-2381.315849,#DIV/0!,0,#DIV/0!,
-2937.934509,#DIV/0!,49.919,#DIV/0!,-3503.399902,#DIV/0!,-2463.163559,#DIV/0!,0,#DIV/0!,
-2944.901942,#DIV/0!,49.919,#DIV/0!,-3500.153669,#DIV/0!,-2418.744767,#DIV/0!,0,#DIV/0!,
-2916.149591,#DIV/0!,49.934,#DIV/0!,-3485.302526,#DIV/0!,-2363.6897,#DIV/0!,0,#DIV/0!,
-2939.408029,#DIV/0!,49.934,#DIV/0!,-3500.86425,#DIV/0!,-2442.500612,#DIV/0!,0,#DIV/0!,
-2949.064451,#DIV/0!,49.935,#DIV/0!,-3509.810091,#DIV/0!,-2457.774363,#DIV/0!,0,#DIV/0!,
-2925.293647,#DIV/0!,49.935,#DIV/0!,-3483.069806,#DIV/0!,-2375.784537,#DIV/0!,0,#DIV/0!,
-2927.735802,#DIV/0!,49.949,#DIV/0!,-3490.336432,#DIV/0!,-2418.972901,#DIV/0!,0,#DIV/0!,
-2944.060465,#DIV/0!,49.949,#DIV/0!,-3501.066205,#DIV/0!,-2464.573501,#DIV/0!,0,#DIV/0!,
-2937.366044,#DIV/0!,49.964,#DIV/0!,-3496.155716,#DIV/0!,-2394.973963,#DIV/0!,0,#DIV/0!,
-2913.984189,#DIV/0!,49.964,#DIV/0!,-3483.421357,#DIV/0!,-2386.147799,#DIV/0!,0,#DIV/0!,
-2931.707575,#DIV/0!,49.965,#DIV/0!,-3495.538632,#DIV/0!,-2467.210131,#DIV/0!,0,#DIV/0!,
-2922.425144,#DIV/0!,49.965,#DIV/0!,-3487.078979,#DIV/0!,-2420.936349,#DIV/0!,0,#DIV/0!,
-2939.071438,#DIV/0!,49.979,#DIV/0!,-3495.718148,#DIV/0!,-2380.635187,#DIV/0!,0,#DIV/0!,
-2935.825205,#DIV/0!,49.979,#DIV/0!,-3492.112884,#DIV/0!,-2447.605575,#DIV/0!,0,#DIV/0!,
-2933.01654,#DIV/0!,49.994,#DIV/0!,-3493.313392,#DIV/0!,-2444.250885,#DIV/0!,0,#DIV/0!,
-2922.163351,#DIV/0!,49.994,#DIV/0!,-3488.993808,#DIV/0!,-2379.101828,#DIV/0!,0,#DIV/0!,
-2919.833393,#DIV/0!,49.995,#DIV/0!,-3485.942049,#DIV/0!,-2413.41915,#DIV/0!,0,#DIV/0!,
-2933.839318,#DIV/0!,49.995,#DIV/0!,-3498.61657,#DIV/0!,-2471.387599,#DIV/0!,0,#DIV/0!,
-2927.447829,#DIV/0!,50.009,#DIV/0!,-3492.243781,#DIV/0!,-2387.61758,#DIV/0!,0,#DIV/0!,
-2910.999749,#DIV/0!,50.009,#DIV/0!,-3478.215416,#DIV/0!,-2393.399465,#DIV/0!,0,#DIV/0!,
-2936.120657,#DIV/0!,50.024,#DIV/0!,-3498.668929,#DIV/0!,-2475.034002,#DIV/0!,0,#DIV/0!,
-2934.015094,#DIV/0!,50.024,#DIV/0!,-3494.573738,#DIV/0!,-2428.240373,#DIV/0!,0,#DIV/0!,
-2926.378218,#DIV/0!,50.025,#DIV/0!,-3486.162703,#DIV/0!,-2381.039096,#DIV/0!,0,#DIV/0!,
-2934.942589,#DIV/0!,50.025,#DIV/0!,-3500.12001,#DIV/0!,-2452.142074,#DIV/0!,0,#DIV/0!,
-2939.838118,#DIV/0!,50.039,#DIV/0!,-3510.079364,#DIV/0!,-2459.999604,#DIV/0!,0,#DIV/0!,
-2935.746667,#DIV/0!,50.039,#DIV/0!,-3499.667482,#DIV/0!,-2379.098088,#DIV/0!,0,#DIV/0!,
-2923.913624,#DIV/0!,50.054,#DIV/0!,-3487.090198,#DIV/0!,-2420.539919,#DIV/0!,0,#DIV/0!,
-2958.668514,#DIV/0!,50.054,#DIV/0!,-3509.563257,#DIV/0!,-2484.626845,#DIV/0!,0,#DIV/0!,
-2940.320565,#DIV/0!,50.055,#DIV/0!,-3498.294939,#DIV/0!,-2399.360866,#DIV/0!,0,#DIV/0!,
-2920.730969,#DIV/0!,50.055,#DIV/0!,-3482.808013,#DIV/0!,-2394.596233,#DIV/0!,0,#DIV/0!,
-2943.533139,#DIV/0!,50.069,#DIV/0!,-3504.409675,#DIV/0!,-2475.662305,#DIV/0!,0,#DIV/0!,
-2945.582604,#DIV/0!,50.069,#DIV/0!,-3509.07333,#DIV/0!,-2434.658042,#DIV/0!,0,#DIV/0!,
-2923.655571,#DIV/0!,50.084,#DIV/0!,-3485.306266,#DIV/0!,-2371.648207,#DIV/0!,0,#DIV/0!,
-2936.229114,#DIV/0!,50.084,#DIV/0!,-3493.500387,#DIV/0!,-2447.093209,#DIV/0!,0,#DIV/0!,
-2942.598164,#DIV/0!,50.085,#DIV/0!,-3500.838071,#DIV/0!,-2455.070416,#DIV/0!,0,#DIV/0!,
-2928.943789,#DIV/0!,50.085,#DIV/0!,-3493.249814,#DIV/0!,-2379.303782,#DIV/0!,0,#DIV/0!,
-2929.553393,#DIV/0!,50.099,#DIV/0!,-3493.320872,#DIV/0!,-2421.044806,#DIV/0!,0,#DIV/0!,
-2942.272793,#DIV/0!,50.099,#DIV/0!,-3507.21834,#DIV/0!,-2475.651085,#DIV/0!,0,#DIV/0!,
-2925.592839,#DIV/0!,50.114,#DIV/0!,-3491.705235,#DIV/0!,-2397.131885,#DIV/0!,0,#DIV/0!,
-2912.45457,#DIV/0!,50.114,#DIV/0!,-3479.94325,#DIV/0!,-2386.899519,#DIV/0!,0,#DIV/0!,
-2934.938849,#DIV/0!,50.115,#DIV/0!,-3501.406536,#DIV/0!,-2477.678111,#DIV/0!,0,#DIV/0!,
-2937.635317,#DIV/0!,50.115,#DIV/0!,-3502.300372,#DIV/0!,-2426.160989,#DIV/0!,0,#DIV/0!,
-2923.378818,#DIV/0!,50.129,#DIV/0!,-3488.088752,#DIV/0!,-2378.125714,#DIV/0!,0,#DIV/0!,
-2927.350592,#DIV/0!,50.129,#DIV/0!,-3498.98682,#DIV/0!,-2449.987892,#DIV/0!,0,#DIV/0!,
-2941.042366,#DIV/0!,50.144,#DIV/0!,-3506.982726,#DIV/0!,-2456.480358,#DIV/0!,0,#DIV/0!,
-2927.556286,#DIV/0!,50.144,#DIV/0!,-3494.824312,#DIV/0!,-2380.425752,#DIV/0!,0,#DIV/0!,
-2928.401504,#DIV/0!,50.145,#DIV/0!,-3488.795593,#DIV/0!,-2412.409377,#DIV/0!,0,#DIV/0!,
-2947.579711,#DIV/0!,50.145,#DIV/0!,-3509.993346,#DIV/0!,-2471.813948,#DIV/0!,0,#DIV/0!,
-2932.500434,#DIV/0!,50.159,#DIV/0!,-3499.75724,#DIV/0!,-2400.060227,#DIV/0!,0,#DIV/0!,
-2915.371692,#DIV/0!,50.159,#DIV/0!,-3484.988375,#DIV/0!,-2392.427091,#DIV/0!,0,#DIV/0!,
-2939.871777,#DIV/0!,50.174,#DIV/0!,-3499.132676,#DIV/0!,-2480.849546,#DIV/0!,0,#DIV/0!,
-2935.499834,#DIV/0!,50.174,#DIV/0!,-3502.794038,#DIV/0!,-2431.056518,#DIV/0!,0,#DIV/0!,
-2916.037394,#DIV/0!,50.175,#DIV/0!,-3471.909945,#DIV/0!,-2372.411147,#DIV/0!,0,#DIV/0!,
-2925.413324,#DIV/0!,50.175,#DIV/0!,-3486.910683,#DIV/0!,-2448.794863,#DIV/0!,0,#DIV/0!,
-2936.229114,#DIV/0!,50.189,#DIV/0!,-3497.681595,#DIV/0!,-2449.800897,#DIV/0!,0,#DIV/0!,
-2923.281581,#DIV/0!,50.189,#DIV/0!,-3479.688936,#DIV/0!,-2376.715772,#DIV/0!,0,#DIV/0!,
-2923.917364,#DIV/0!,50.204,#DIV/0!,-3483.780387,#DIV/0!,-2421.175702,#DIV/0!,0,#DIV/0!,
-2939.830638,#DIV/0!,50.204,#DIV/0!,-3503.10071,#DIV/0!,-2478.512108,#DIV/0!,0,#DIV/0!,
-2927.851738,#DIV/0!,50.205,#DIV/0!,-3488.990068,#DIV/0!,-2391.263982,#DIV/0!,0,#DIV/0!,
-2925.405844,#DIV/0!,50.205,#DIV/0!,-3484.352592,#DIV/0!,-2395.740643,#DIV/0!,0,#DIV/0!,
