Channel 1,Channel 2,Channel 3,Channel 4,Class,Timestamp,Class Description
273.2044,267.2901,271.99973,-240.06056,3.0,1.0,Index open
1922.4596,1880.8701,1914.0482,-1689.8407,0.0,2.0,Nothing
6440.5024,6301.372,6412.6177,-5661.1904,0.0,3.0,Nothing
13979.864,13678.601,13920.179,-12287.0,0.0,4.0,Nothing
22516.172,22032.791,22421.834,-19788.008,0.0,5.0,Nothing
28945.605,28327.695,28827.523,-25437.912,0.0,6.0,Nothing
30887.957,30234.096,30767.018,-27145.715,0.0,7.0,Nothing
27984.662,27399.965,27882.441,-24595.217,0.0,8.0,Nothing
21916.082,21468.162,21845.826,-19262.055,0.0,9.0,Nothing
15097.329,14800.988,15061.07,-13269.073,0.0,10.0,Nothing
9250.829,9083.549,9242.941,-8130.654,0.0,11.0,Nothing
5004.496,4930.3433,5016.8423,-4398.316,0.0,12.0,Nothing
2280.7273,2265.786,2305.8289,-2003.4484,0.0,13.0,Nothing
612.3904,633.2875,645.0451,-536.0616,0.0,14.0,Nothing
-714.57245,-665.44617,-676.31244,630.6393,0.0,15.0,Nothing
-2303.8494,-2220.9966,-2259.2554,2027.2982,0.0,16.0,Nothing
-4261.192,-4136.9404,-4209.1074,3747.334,0.0,17.0,Nothing
-6288.76,-6121.953,-6229.3433,5528.97,0.0,18.0,Nothing
-8121.407,-7916.6196,-8055.909,7138.9604,0.0,19.0,Nothing
-9699.092,-9462.195,-9628.934,8524.813,0.0,20.0,Nothing
-10994.005,-10731.4795,-10920.675,9662.609,0.0,21.0,Nothing
-11941.764,-11661.421,-11866.983,10495.844,0.0,22.0,Nothing
-12590.01,-12298.489,-12515.225,11066.064,0.0,23.0,Nothing
-13116.805,-12816.786,-13042.638,11529.545,0.0,24.0,Nothing
-13628.571,-13320.423,-13555.19,11979.775,0.0,25.0,Nothing
-14068.775,-13754.129,-13996.589,12366.971,0.0,26.0,Nothing
-14367.847,-14049.828,-14297.499,12629.854,0.0,27.0,Nothing
-14554.716,-14235.76,-14486.649,12793.837,0.0,28.0,Nothing
-14667.982,-14349.63,-14602.454,12892.916,0.0,29.0,Nothing
-14672.228,-14356.782,-14609.674,12896.063,0.0,30.0,Nothing
