Channel 1,Channel 2,Channel 3,Channel 4,Timestamp
-0.121111535,-13.407348,482.7721,483.12027,1215.0
-0.22377053,25.630672,532.12866,533.89264,1216.0
-0.20408018,16.27573,551.8859,553.18604,1217.0
-0.19116044,-15.935316,536.6999,536.1359,1218.0
-0.19583553,-25.362904,494.56686,493.84128,1219.0
-0.18706626,-29.011091,424.26257,423.7727,1220.0
-0.23316506,-38.717564,336.16934,334.81763,1221.0
-0.12651215,-52.323555,245.50142,245.06721,1222.0
-0.080739036,-45.483788,179.98936,180.6049,1223.0
-0.23763192,-29.762386,122.32224,123.21765,1224.0
-0.1571322,-8.258566,83.88077,85.16014,1225.0
0.003130249,15.923888,98.436676,99.38782,1226.0
-0.023954459,19.861582,111.31911,112.81129,1227.0
-0.06263091,9.956967,111.308586,113.2534,1228.0
-0.11646872,-5.3071356,119.80692,120.92498,1229.0
-0.11946716,-9.861608,103.54287,104.49482,1230.0
-0.024880162,-5.641742,66.05885,67.33024,1231.0
-0.003367713,-29.040102,20.554115,21.374208,1232.0
-0.007871161,-52.249428,-24.43616,-24.275175,1233.0
-0.029504012,-41.88488,-61.991425,-61.12834,1234.0
-0.09780216,-21.847404,-102.52632,-100.95608,1235.0
-0.081357546,-25.484688,-146.22165,-144.72745,1236.0
-0.053879343,-36.233494,-191.69778,-190.04956,1237.0
-0.058307055,-21.342186,-219.64903,-218.72928,1238.0
0.018293276,-15.632815,-221.91997,-221.66406,1239.0
0.076831184,8.532508,-187.78299,-187.1504,1240.0
0.06421038,59.978497,-112.58992,-111.58605,1241.0
0.108728945,52.39682,-46.23842,-45.07799,1242.0
0.08155541,11.842629,-19.71392,-18.316458,1243.0
-0.015597001,7.9752426,-28.371243,-26.951637,1244.0
0.020096613,18.224314,-49.445293,-48.58065,1245.0
-0.0014385054,5.366611,-56.528404,-56.004303,1246.0
-0.06674893,-0.07851564,-45.20737,-45.319675,1247.0
-0.044541895,31.756477,-21.241035,-22.67082,1248.0
-0.073672965,46.880417,-5.2887044,-7.367297,1249.0
-0.10293224,11.373103,-22.972569,-24.934694,1250.0
-0.129904,-2.0459719,-61.70032,-63.15661,1251.0
-0.09979969,21.822159,-88.205246,-89.385605,1252.0
0.037139066,4.4079022,-115.39814,-116.83635,1253.0
0.11787589,-18.55491,-132.14197,-133.19804,1254.0
0.14135824,7.966527,-109.88474,-110.69339,1255.0
0.12843047,13.518644,-90.01384,-91.58953,1256.0
0.101244554,-12.148355,-81.042366,-82.89625,1257.0
0.1142581,10.714282,-50.839764,-52.319942,1258.0
